salesdate,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community
2011-08-30,137322,1922,3,2,1.2,1925,Standish,Powderhorn
2011-02-02,158700,2028,3,1,1.2,1952,Standish,Powderhorn
2011-07-11,208000,1040,3,1,1.2,1939,Standish,Powderhorn
2011-05-23,175000,1774,3,2,1.2,1938,Standish,Powderhorn
2011-07-13,149500,1464,2,1,1.2,1924,Standish,Powderhorn
2011-11-18,152000,1372,2,2,1.5,1927,Standish,Powderhorn
2011-05-23,159000,1608,2,2,1.2,1923,Standish,Powderhorn
2011-10-31,140000,1956,4,1,1.5,1918,Standish,Powderhorn
2011-11-16,129900,1901,1,1,1.2,1921,Standish,Powderhorn
2011-07-14,169900,2124,3,3,1.2,1916,Standish,Powderhorn
2011-12-21,170000,2330,3,2,1.5,1920,Standish,Powderhorn
2011-05-08,162000,1544,3,1,1.2,1925,Standish,Powderhorn
2011-09-30,120000,1744,2,1,1.2,1913,Standish,Powderhorn
2011-03-31,223000,2187,3,1,1.7,1925,Standish,Powderhorn
2011-09-27,245000,2868,3,2,1.5,1938,Standish,Powderhorn
2011-05-31,169900,1800,2,3,1.5,1921,Standish,Powderhorn
2011-08-30,165500,1712,2,1,1.2,1932,Standish,Powderhorn
2011-12-08,266000,3052,5,4,2,1959,Standish,Powderhorn
2011-05-05,0,1680,2,1,1.2,1922,Standish,Powderhorn
2011-05-26,155000,1544,2,2,1.2,1917,Standish,Powderhorn
2011-09-22,159000,1920,3,2,1.2,1924,Standish,Powderhorn
2011-08-15,132000,1988,2,1,1.2,1926,Standish,Powderhorn
2011-01-21,139500,1544,3,1,1.2,1922,Standish,Powderhorn
2011-08-26,122000,2000,2,1,1.2,1926,Standish,Powderhorn
2011-08-19,199900,1916,2,2,1.2,1927,Standish,Powderhorn
2011-05-31,284000,3132,4,4,2,2011,Standish,Powderhorn
2011-10-18,163000,1782,2,1,1.2,1948,Standish,Powderhorn
2011-04-07,120000,1980,3,1,1.2,1918,Standish,Powderhorn
2011-04-11,128500,1368,2,1,1.2,1926,Standish,Powderhorn
2011-04-27,165000,1988,2,1,1.2,1923,Standish,Powderhorn
2011-07-15,144900,1728,2,2,1.5,1918,Standish,Powderhorn
2011-12-16,203000,2110,3,3,1.2,1922,Standish,Powderhorn
2011-06-02,144330,2502,4,4,2,2005,Sumner - Glenwood,Near North
2011-09-02,235000,1762,2,1,1,1939,Tangletown,Southwest
2011-02-17,449900,3686,4,3,2,1926,Tangletown,Southwest
2011-06-27,355000,3040,4,2,2,1916,Tangletown,Southwest
2011-04-06,483000,3028,3,4,1.7,1927,Tangletown,Southwest
2011-03-29,620000,3840,4,4,2.2,1927,Tangletown,Southwest
2011-05-09,545000,3418,4,2,2,1926,Tangletown,Southwest
2011-06-30,430000,3254,4,4,2,1917,Tangletown,Southwest
2011-06-17,360000,2810,3,4,2,1940,Tangletown,Southwest
2011-10-13,275000,2938,4,2,1.7,1900,Tangletown,Southwest
2011-07-26,195000,1728,3,1,2,1921,Tangletown,Southwest
2011-04-18,380000,2981,5,3,1.5,1950,Tangletown,Southwest
2011-06-15,432000,2904,4,2,2,1921,Tangletown,Southwest
2011-10-13,429000,3114,4,3,2,1923,Tangletown,Southwest
2011-11-02,522500,3760,4,3,1,1914,Tangletown,Southwest
2011-07-29,600000,4032,4,3,1.5,1922,Tangletown,Southwest
2011-07-13,272000,2168,3,2,2,1951,Tangletown,Southwest
2011-03-23,325000,2189,3,2,2,1935,Tangletown,Southwest
2011-06-30,497000,3496,5,3,2,1922,Tangletown,Southwest
2011-06-30,497000,3496,5,3,2,1922,Tangletown,Southwest
2011-11-21,375000,2292,3,2,2,1916,Tangletown,Southwest
2011-10-21,250110,2188,3,1,1.2,1923,Tangletown,Southwest
2011-11-03,349900,3648,4,2,1.2,1903,Tangletown,Southwest
2011-05-10,500000,3532,3,4,2.2,1921,Tangletown,Southwest
2011-02-24,331000,2990,4,2,2,1913,Tangletown,Southwest
2011-12-30,408820,2706,3,2,1.5,1928,Tangletown,Southwest
2011-06-06,40000,2358,4,2,1.7,1900,Ventura Village,Phillips
2011-12-29,150000,2298,0,0,2,1995,Ventura Village,Phillips
2011-08-10,125000,1996,2,2,1,1956,Victory,Camden
2011-10-24,69500,1416,1,1,1,1948,Victory,Camden
2011-07-25,106000,1776,3,2,1.2,1914,Victory,Camden
2011-08-26,120000,1555,3,1,1.5,1910,Victory,Camden
2011-04-29,117000,1710,3,2,1.7,1915,Victory,Camden
2011-06-30,105000,2054,3,1,1.5,1916,Victory,Camden
2011-08-05,175800,2227,3,2,1.5,1935,Victory,Camden
2011-09-09,133500,2762,4,1,1.2,1929,Victory,Camden
2011-09-08,137112,2285,3,1,1.2,1929,Victory,Camden
2011-01-11,114400,2460,4,2,1.5,1926,Victory,Camden
2011-08-15,154500,2250,3,2,1.2,1937,Victory,Camden
2011-05-25,128000,1920,3,1,1.2,1926,Victory,Camden
2011-06-30,166900,2334,3,1,1.5,1932,Victory,Camden
2011-11-04,50000,2155,3,1,1.2,1940,Victory,Camden
2011-04-07,131000,1843,2,1,1.2,1922,Victory,Camden
2011-05-27,49900,2148,2,1,1.2,1929,Victory,Camden
2011-03-04,130000,2354,3,1,1.5,1941,Victory,Camden
2011-10-27,105000,1764,2,1,1,1922,Victory,Camden
2011-10-21,70000,2100,3,1,1,1976,Victory,Camden
2011-12-15,157000,2504,4,1,1.2,1932,Victory,Camden
2011-11-14,47000,1004,2,1,1,1925,Victory,Camden
2011-12-16,117000,1984,4,1,1.2,1950,Victory,Camden
2011-01-21,94000,1596,2,1,1.2,1923,Victory,Camden
2011-06-30,169900,2714,3,1,1.5,1931,Victory,Camden
2011-07-07,167000,2816,4,2,1.5,1930,Victory,Camden
2011-07-22,150800,2510,3,1,1.2,1928,Victory,Camden
2011-09-23,39250,1618,2,1,1,1947,Victory,Camden
2011-07-28,211500,2884,3,2,1,1950,Waite Park,Northeast
2011-05-25,208400,2140,3,2,1.2,1940,Waite Park,Northeast
2011-05-23,170000,2047,3,1,1.2,1941,Waite Park,Northeast
2011-05-04,158000,2160,3,2,1,1948,Waite Park,Northeast
2011-08-16,155000,2400,2,1,1,1948,Waite Park,Northeast
2011-10-14,210000,2046,3,3,1.2,1946,Waite Park,Northeast
2011-03-15,209000,1890,3,2,1.2,1941,Waite Park,Northeast
2011-05-11,135000,1920,2,1,1,1939,Waite Park,Northeast
2011-10-06,140000,1896,4,2,1,1952,Waite Park,Northeast
2011-11-29,205000,1820,3,2,1,1952,Waite Park,Northeast
2011-06-03,177000,2068,3,1,1.2,1945,Waite Park,Northeast
2011-11-10,219000,2570,3,1,1.2,1945,Waite Park,Northeast
2011-09-23,146822,1602,2,1,1.2,1925,Waite Park,Northeast
2011-09-16,205000,1960,3,2,1,1950,Waite Park,Northeast
2011-01-31,131500,2536,3,2,1.2,1952,Waite Park,Northeast
2011-10-31,104000,2256,3,1,1.2,1955,Waite Park,Northeast
2011-05-24,137575,1924,3,1,1,1954,Waite Park,Northeast
2011-06-30,107800,1380,3,1,1.7,1916,Waite Park,Northeast
2011-05-26,131000,1800,3,2,1.2,1946,Waite Park,Northeast
2011-07-28,143000,2092,3,2,1,1956,Waite Park,Northeast
2011-08-18,125000,1806,2,1,1,1924,Waite Park,Northeast
2011-09-15,156000,1512,2,1,1,1940,Waite Park,Northeast
2011-07-14,144000,2224,3,1,1,1948,Waite Park,Northeast
2011-05-27,223000,2424,3,2,1.5,1957,Waite Park,Northeast
2011-11-29,155000,1800,2,1,1.2,1954,Waite Park,Northeast
2011-08-10,102000,1656,3,1,1.2,1942,Waite Park,Northeast
2011-07-15,162960,2091,3,2,1.2,1951,Waite Park,Northeast
2011-06-17,158000,2016,3,1,1.2,1927,Waite Park,Northeast
2011-11-26,233500,3858,6,3,2,1940,Waite Park,Northeast
2011-05-27,120000,1955,3,1,1.2,1950,Waite Park,Northeast
2011-02-25,139050,2112,3,1,1,1951,Waite Park,Northeast
2011-10-14,150000,1900,2,1,1,1953,Waite Park,Northeast
2011-09-14,125000,1844,2,1,1,1950,Waite Park,Northeast
2011-04-29,136000,2780,4,4,1.5,1928,Webber - Camden,Camden
2011-12-12,57000,1732,3,1,1.2,1917,Webber - Camden,Camden
2011-10-28,56000,2116,4,2,2,1892,Webber - Camden,Camden
2011-03-21,170000,2320,3,2,1.5,1952,Webber - Camden,Camden
2011-11-07,65000,3320,4,2,1.2,1941,Webber - Camden,Camden
2011-01-31,23000,2032,4,2,1.5,1923,Webber - Camden,Camden
2011-07-21,134300,2664,3,3,1.5,1949,Webber - Camden,Camden
2011-05-27,150501,2688,5,2,2.2,1903,Webber - Camden,Camden
2011-12-20,147225,2340,3,3,2,2011,Webber - Camden,Camden
2011-07-19,127500,2494,3,1,1.5,1948,Webber - Camden,Camden
2011-11-07,122000,2056,3,1,2,1925,Webber - Camden,Camden
2011-11-01,59900,1946,3,1,1.7,1921,Webber - Camden,Camden
2011-05-02,145000,1896,2,2,1,1948,Wenonah,Nokomis
2011-01-14,187500,1744,2,2,1,1946,Wenonah,Nokomis
2011-10-14,197500,2016,3,2,1.2,1948,Wenonah,Nokomis
2011-03-31,167000,1886,2,1,1,1927,Wenonah,Nokomis
2011-11-23,204000,2824,3,2,1.2,1948,Wenonah,Nokomis
2011-01-07,64788,1236,1,2,1,1925,Wenonah,Nokomis
2011-09-23,165000,1680,2,2,1.2,1938,Wenonah,Nokomis
2011-07-20,85000,1264,2,1,1,1949,Wenonah,Nokomis
2011-03-17,164000,1776,2,2,1,1942,Wenonah,Nokomis
2011-05-27,200000,2256,3,2,1.5,1950,Wenonah,Nokomis
2011-12-27,200000,2312,3,2,1.5,1949,Wenonah,Nokomis
2011-02-28,141000,2160,3,3,1.2,1948,Wenonah,Nokomis
2011-06-02,283300,2244,3,2,1.2,1941,Wenonah,Nokomis
2011-05-19,219900,2432,3,2,1,1954,Wenonah,Nokomis
2011-10-25,180000,2242,3,2,1.2,1948,Wenonah,Nokomis
2011-01-14,425000,2600,2,3,2,1985,West Calhoun,Calhoun-Isles
2011-11-15,270000,3236,4,2,2.2,1911,Whittier,Powderhorn
2011-09-16,235000,2721,4,3,2.2,1913,Whittier,Powderhorn
2011-06-28,180000,2164,3,1,1.5,1900,Whittier,Powderhorn
2011-05-27,280000,2570,3,1,2,1928,Whittier,Powderhorn
2011-12-23,155900,1952,3,2,2,1900,Whittier,Powderhorn
2011-06-17,149500,2168,3,1,1.2,1946,Willard - Hay,Near North
2011-10-24,185000,2420,4,4,2,2007,Willard - Hay,Near North
2011-04-29,31000,2224,3,1,2,1918,Willard - Hay,Near North
2011-12-13,32500,2376,3,1,1.2,1921,Willard - Hay,Near North
2011-08-26,123000,2350,3,1,2,1923,Willard - Hay,Near North
2011-07-01,50000,2850,3,2,2,1929,Willard - Hay,Near North
2011-07-19,113400,2428,3,3,2,1995,Willard - Hay,Near North
2011-07-19,113400,2428,3,3,2,1995,Willard - Hay,Near North
2011-07-19,113400,2428,3,3,2,1995,Willard - Hay,Near North
2011-12-21,30000,1930,2,1,1.2,1926,Willard - Hay,Near North
2011-06-23,195000,3000,4,3,2,1925,Willard - Hay,Near North
2011-07-06,92000,2016,4,2,1.2,1981,Willard - Hay,Near North
2011-06-29,120000,1948,4,1,1.5,1938,Willard - Hay,Near North
2011-03-15,147300,2548,3,1,2,1914,Willard - Hay,Near North
2011-07-25,125000,2200,3,2,2.5,1912,Willard - Hay,Near North
2011-05-26,64345,1771,4,2,1.7,1910,Willard - Hay,Near North
2011-02-24,84500,1960,3,1,1,1922,Willard - Hay,Near North
2011-12-28,65000,2176,3,1,1.5,1915,Willard - Hay,Near North
2011-06-27,35000,2076,3,1,1,1955,Willard - Hay,Near North
2011-03-02,130000,2496,3,1,1,1950,Willard - Hay,Near North
2011-10-20,75000,2352,3,2,2.5,1900,Willard - Hay,Near North
2011-09-14,55000,2380,5,2,2,1908,Willard - Hay,Near North
2011-12-09,22500,2213,3,2,1.2,1920,Willard - Hay,Near North
2011-12-23,129900,2244,3,3,2,2000,Willard - Hay,Near North
2011-04-05,219000,2474,3,3,2,1926,Willard - Hay,Near North
2011-08-26,106000,2040,3,2,1.2,1938,Willard - Hay,Near North
2011-12-09,1,2356,3,2,1.2,1927,Willard - Hay,Near North
2011-07-01,109900,1812,3,1,1.5,1916,Willard - Hay,Near North
2011-03-24,18000,1745,2,1,1,1953,Willard - Hay,Near North
2011-04-15,194000,2874,3,2,2,1912,Willard - Hay,Near North
2011-07-20,129900,2386,4,2,1.5,1927,Willard - Hay,Near North
2011-08-15,112000,2732,3,2,1,1942,Willard - Hay,Near North
2011-10-27,194792,2402,3,2,1.5,1941,Willard - Hay,Near North
2011-01-27,206000,2544,3,2,2,1925,Willard - Hay,Near North
2011-10-21,155900,2856,5,3,1.7,1932,Willard - Hay,Near North
2011-07-05,118900,2088,3,1,1.2,1930,Willard - Hay,Near North
2011-01-14,27000,3328,5,2,1.5,1921,Willard - Hay,Near North
2011-08-12,109900,2080,2,1,1,1955,Willard - Hay,Near North
2011-08-31,162000,2208,3,2,1,1963,Windom,Southwest
2011-06-17,162663,2162,3,2,1,1965,Windom,Southwest
2011-03-28,284000,2522,3,2,1.2,1939,Windom,Southwest
2011-10-17,230009,2800,4,4,1,1956,Windom,Southwest
2011-02-14,253500,2544,3,2,2,1918,Windom,Southwest
2011-04-21,204500,2160,3,1,1.2,1942,Windom,Southwest
2011-04-29,165000,2471,2,2,1.2,1941,Windom,Southwest
2011-05-27,238400,2432,4,2,1.5,1942,Windom,Southwest
2011-03-23,355000,2920,5,2,1.5,1940,Windom,Southwest
2011-01-27,229900,2355,3,1,1.5,1940,Windom,Southwest
2011-09-19,400000,2702,4,2,2,1951,Windom,Southwest
2011-07-14,264900,2274,3,3,1.2,1949,Windom,Southwest
2011-05-07,390725,2516,4,2,2,1927,Windom,Southwest
2011-11-15,201000,2004,2,1,1.2,1932,Windom,Southwest
2011-07-22,215000,2386,3,2,1.2,1939,Windom,Southwest
2011-07-08,321000,2226,3,2,1,1950,Windom,Southwest
2011-10-17,79900,1502,2,1,1.7,1900,Windom Park,Northeast
2011-01-31,134000,2784,4,2,1.7,1910,Windom Park,Northeast
2011-06-01,155000,2554,4,2,1.5,1924,Windom Park,Northeast
2011-05-20,205000,2287,3,2,1.2,1925,Windom Park,Northeast
2011-09-30,205000,2273,3,3,1.5,1924,Windom Park,Northeast
2011-06-17,227000,1917,3,2,1.5,1900,Windom Park,Northeast
2011-08-26,291500,2304,3,2,2,1920,Windom Park,Northeast
2011-07-20,156000,2238,2,1,1.2,1939,Windom Park,Northeast
2011-11-21,134000,1716,2,1,1,1921,Windom Park,Northeast
2011-08-25,276350,2868,4,3,2,1904,Windom Park,Northeast
2011-06-16,229900,2890,4,2,2.2,1911,Windom Park,Northeast
2011-11-18,77000,1608,2,1,1.7,1900,Windom Park,Northeast
2011-04-27,150000,1876,2,1,1.2,1923,Windom Park,Northeast
2011-07-18,224900,2040,2,2,1,1953,Windom Park,Northeast
2011-03-10,171900,2196,2,2,1.2,1948,Windom Park,Northeast
2011-06-24,193000,2730,4,1,2.5,1913,Windom Park,Northeast
2011-05-27,185000,2260,3,1,1.2,1928,Windom Park,Northeast
2011-04-22,179900,2491,4,2,1.5,1937,Windom Park,Northeast
2011-07-28,163625,2164,3,2,1.2,1940,Windom Park,Northeast
2011-04-15,164700,2284,2,2,1.2,1939,Windom Park,Northeast
2011-07-14,215000,2426,3,2,1.5,1941,Windom Park,Northeast
2011-09-06,280000,2659,4,2,1.5,1941,Windom Park,Northeast
2011-11-09,62900,1743,2,1,1,1905,Windom Park,Northeast
2011-10-06,175000,1956,2,2,1,1955,Windom Park,Northeast
2011-06-10,267000,2688,4,2,1,1955,Windom Park,Northeast
2012-11-16,632400,3888,3,3,1.7,1948,Armatage,Southwest
2012-06-14,197000,1928,2,2,1,1953,Armatage,Southwest
2012-11-05,229900,2448,3,2,1,1949,Armatage,Southwest
2012-08-27,299500,2188,3,2,1.2,1947,Armatage,Southwest
2012-05-18,322650,2323,3,2,1.5,1951,Armatage,Southwest
2012-03-30,443000,2634,4,3,2,1947,Armatage,Southwest
2012-07-18,206000,2328,3,2,1,1954,Armatage,Southwest
2012-08-29,169081,2310,3,2,1,1956,Armatage,Southwest
2012-08-15,245000,2440,3,2,1,1956,Armatage,Southwest
2012-06-11,270000,2220,3,3,1.2,1949,Armatage,Southwest
2012-05-14,224900,2200,3,2,1.2,1949,Armatage,Southwest
2012-08-13,263400,1976,3,2,1.2,1951,Armatage,Southwest
2012-08-27,234900,2298,2,2,1,1955,Armatage,Southwest
2012-08-01,292000,2304,3,2,1,1955,Armatage,Southwest
2012-10-23,355500,2238,3,2,2,1948,Armatage,Southwest
2012-05-10,263500,2184,3,2,1,1949,Armatage,Southwest
2012-03-09,208000,1939,3,2,1.2,1949,Armatage,Southwest
2012-05-04,260000,2062,3,2,1.2,1951,Armatage,Southwest
2012-11-02,256000,1766,4,3,1.2,1950,Armatage,Southwest
2012-05-29,299000,3060,3,2,1,1957,Armatage,Southwest
2012-03-28,167000,1806,3,1,1.2,1950,Armatage,Southwest
2012-01-11,254200,2580,4,2,1,1958,Armatage,Southwest
2012-07-09,249900,2432,4,2,1,1957,Armatage,Southwest
2012-06-29,155000,1988,3,1,1,1947,Armatage,Southwest
2012-07-09,170000,1780,3,2,1,1948,Armatage,Southwest
2012-01-25,254650,2791,4,3,1.5,1941,Armatage,Southwest
2012-10-10,340000,2257,3,2,1.2,1942,Armatage,Southwest
2012-03-30,212000,1864,3,2,1.2,1952,Armatage,Southwest
2012-07-31,310000,2370,4,3,2,1960,Armatage,Southwest
2012-08-20,171500,1714,3,1,1.2,1951,Armatage,Southwest
2012-07-30,174000,2348,4,2,1,1947,Armatage,Southwest
2012-11-13,236000,2128,3,2,1,1956,Armatage,Southwest
2012-10-31,185000,1792,3,1,1.2,1952,Armatage,Southwest
2012-12-21,255000,2330,4,2,1.5,1952,Armatage,Southwest
2012-11-19,299000,2080,3,2,1.2,1947,Armatage,Southwest
2012-06-29,289000,2270,3,2,1.5,1950,Armatage,Southwest
2012-05-09,267900,2032,3,2,1,1953,Armatage,Southwest
2012-08-31,186500,1960,3,1,1,1960,Armatage,Southwest
2012-10-31,409000,2352,4,3,1.2,1942,Armatage,Southwest
2012-09-27,224700,1640,3,1,1.2,1950,Armatage,Southwest
2012-08-27,238500,1794,3,2,1.2,1950,Armatage,Southwest
2012-10-19,230000,1968,3,1,1.2,1950,Armatage,Southwest
2012-06-20,185000,1816,2,1,1,1954,Armatage,Southwest
2012-12-14,298365,1754,2,2,1,1949,Armatage,Southwest
2012-04-10,194000,1922,3,1,1.2,1949,Armatage,Southwest
2012-11-20,245000,1608,3,2,1,1975,Armatage,Southwest
2012-09-04,175000,1962,3,2,1.2,1952,Armatage,Southwest
2012-08-27,299000,2614,3,2,1.5,1957,Armatage,Southwest
2012-05-17,330000,2756,5,3,2,1948,Armatage,Southwest
2012-02-16,245000,2500,4,2,1,1959,Armatage,Southwest
2012-06-25,222330,2016,4,2,1,1971,Armatage,Southwest
2012-09-06,476460,3056,4,4,2,2012,Armatage,Southwest
2012-09-28,190000,2148,3,2,1,1954,Armatage,Southwest
2012-05-04,225000,1920,3,2,1,1951,Armatage,Southwest
2012-06-22,190000,1896,3,1,1,1951,Armatage,Southwest
2012-09-05,150000,1456,2,1,1,1922,Armatage,Southwest
2012-06-28,155000,1824,3,1,1.2,1951,Armatage,Southwest
2012-04-17,251000,2871,4,2,2,1900,Audubon Park,Northeast
2012-11-15,132000,1885,3,1,1.7,1915,Audubon Park,Northeast
2012-04-06,145000,1926,3,1,1.2,1951,Audubon Park,Northeast
2012-05-11,146000,1516,2,2,1,1923,Audubon Park,Northeast
2012-09-14,172000,1797,3,1,1.2,1925,Audubon Park,Northeast
2012-08-08,331250,2520,3,3,1.2,1930,Audubon Park,Northeast
2012-08-24,204500,1789,3,1,1.2,1927,Audubon Park,Northeast
2012-07-26,136750,1435,2,1,1.2,1926,Audubon Park,Northeast
2012-07-16,160000,1908,3,3,1.2,1951,Audubon Park,Northeast
2012-03-12,120000,1464,2,1,1,1950,Audubon Park,Northeast
2012-12-04,260000,2940,4,3,1.7,1920,Audubon Park,Northeast
2012-09-28,218000,1784,2,2,1.2,1938,Audubon Park,Northeast
2012-05-24,205000,2433,2,1,1.2,1922,Audubon Park,Northeast
2012-07-19,233000,2745,4,2,1.5,1932,Audubon Park,Northeast
2012-12-04,238200,2334,4,3,2,1917,Audubon Park,Northeast
2012-12-21,186000,1587,2,2,1.5,1904,Audubon Park,Northeast
2012-05-30,211000,2120,3,1,2.2,1906,Audubon Park,Northeast
2012-06-29,187500,2088,3,1,1.7,1932,Audubon Park,Northeast
2012-02-23,72000,1404,2,1,1.7,1913,Audubon Park,Northeast
2012-06-01,353000,2640,4,4,2,1925,Audubon Park,Northeast
2012-11-02,314910,2964,5,4,2,2012,Audubon Park,Northeast
2012-05-25,228000,2187,3,3,2,1922,Audubon Park,Northeast
2012-12-12,145000,1540,1,1,1,1924,Audubon Park,Northeast
2012-07-31,134000,1413,2,1,1.5,1917,Audubon Park,Northeast
2012-08-23,140500,2288,3,2,1,1965,Audubon Park,Northeast
2012-04-30,186000,2240,5,2,1,1971,Audubon Park,Northeast
2012-02-14,145000,1696,3,1,1.7,1911,Audubon Park,Northeast
2012-11-21,204000,2826,4,3,1.5,1921,Audubon Park,Northeast
2012-11-07,191000,2036,3,1,1.2,1930,Audubon Park,Northeast
2012-05-18,308900,2668,4,2,1.5,1940,Audubon Park,Northeast
2012-10-18,251000,2688,4,2,2.5,1909,Audubon Park,Northeast
2012-04-23,38000,609,1,1,1.2,1900,Audubon Park,Northeast
2012-07-09,157894,1734,3,1,1.7,1900,Audubon Park,Northeast
2012-12-21,156000,2206,3,1,2,1900,Audubon Park,Northeast
2012-10-29,211000,2382,4,2,2,1900,Audubon Park,Northeast
2012-02-17,208575,2016,3,2,1.7,1911,Audubon Park,Northeast
2012-11-19,106000,1696,3,1,1,1950,Audubon Park,Northeast
2012-03-27,111900,2288,2,1,1.2,1913,Audubon Park,Northeast
2012-09-17,221750,2066,4,2,1.5,1908,Audubon Park,Northeast
2012-11-30,119500,1565,2,1,1.5,1900,Audubon Park,Northeast
2012-08-09,138000,1788,2,2,1.5,1903,Audubon Park,Northeast
2012-07-27,132000,1854,3,2,1.7,1900,Audubon Park,Northeast
2012-03-13,110000,2270,5,2,1.2,1963,Audubon Park,Northeast
2012-03-08,207500,1980,3,1,2,1924,Audubon Park,Northeast
2012-07-14,265000,3082,3,2,1.2,1928,Audubon Park,Northeast
2012-07-30,221500,2465,3,2,1.2,1927,Audubon Park,Northeast
2012-07-24,193500,1863,3,2,1.7,1913,Bancroft,Powderhorn
2012-09-06,199990,2408,3,2,1.5,1913,Bancroft,Powderhorn
2012-07-11,174900,1798,3,1,1.7,1911,Bancroft,Powderhorn
2012-03-30,215000,2366,3,1,1.7,1908,Bancroft,Powderhorn
2012-09-11,245900,2442,3,3,2,2013,Bancroft,Powderhorn
2012-08-10,158000,2152,3,1,1,1953,Bancroft,Powderhorn
2012-06-25,167000,1944,2,2,1,1948,Bancroft,Powderhorn
2012-11-30,195000,1989,3,1,1.2,1949,Bancroft,Powderhorn
2012-09-14,250000,2860,6,4,2,2006,Bancroft,Powderhorn
2012-07-13,108000,2280,3,1,2,1925,Bancroft,Powderhorn
2012-07-18,155000,1978,3,2,1.2,1921,Bancroft,Powderhorn
2012-10-30,149900,1366,2,1,1.2,1942,Bancroft,Powderhorn
2012-03-15,165000,2448,3,1,1.2,1919,Bancroft,Powderhorn
2012-07-30,148000,2185,3,2,1.7,1916,Bancroft,Powderhorn
2012-03-23,190000,2280,3,2,1.2,1925,Bancroft,Powderhorn
2012-02-24,134000,2289,5,3,1.2,1918,Bancroft,Powderhorn
2012-04-04,119900,1728,2,1,1.2,1910,Bancroft,Powderhorn
2012-11-20,164000,1652,2,1,1.2,1922,Bancroft,Powderhorn
2012-04-26,171572,2670,3,2,1.5,1925,Bancroft,Powderhorn
2012-07-16,190000,2272,4,2,1.5,1922,Bancroft,Powderhorn
2012-10-18,91000,1456,2,1,1.5,1900,Beltrami,Northeast
2012-11-29,125000,2032,3,1,2,1900,Beltrami,Northeast
2012-10-26,124750,2724,3,1,1.5,1900,Bottineau,Northeast
2012-06-15,179900,2372,3,2,2.2,1900,Bottineau,Northeast
2012-10-12,88000,1020,1,1,1.5,1901,Bottineau,Northeast
2012-02-13,86000,1232,2,1,1,1900,Bottineau,Northeast
2012-06-01,295000,3622,3,2,2,1924,Bottineau,Northeast
2012-09-07,226000,2592,4,2,1.5,1928,Bottineau,Northeast
2012-10-22,125000,1824,2,1,1.2,1913,Bryant,Powderhorn
2012-06-29,195000,2100,2,1,1.5,1911,Bryant,Powderhorn
2012-06-13,142000,2340,2,1,1,1923,Bryant,Powderhorn
2012-10-19,245000,2472,4,2,1.7,1926,Bryant,Powderhorn
2012-11-20,71800,1816,3,1,1.7,1906,Bryant,Powderhorn
2012-05-31,99000,1784,2,1,1,1956,Bryant,Powderhorn
2012-07-19,164900,1996,2,2,1.5,1911,Bryant,Powderhorn
2012-09-24,95000,2185,3,2,1.2,1930,Bryant,Powderhorn
2012-06-01,149900,1668,3,2,2,1926,Bryant,Powderhorn
2012-04-26,155000,2383,3,1,1.2,1918,Bryant,Powderhorn
2012-05-22,175000,2608,3,2,1.2,1923,Bryant,Powderhorn
2012-02-17,200000,2179,3,1,1.2,1925,Bryant,Powderhorn
2012-12-20,190000,2016,3,3,1.2,1952,Bryant,Powderhorn
2012-06-08,99600,1472,2,1,1,1908,Bryant,Powderhorn
2012-07-31,287000,2540,4,2,1.2,1918,Bryant,Powderhorn
2012-08-17,151200,2191,2,1,1.2,1952,Bryant,Powderhorn
2012-09-21,121085,2062,4,2,1.5,1924,Bryant,Powderhorn
2012-09-21,137000,2062,4,2,1.5,1924,Bryant,Powderhorn
2012-06-28,181000,2846,4,2,1.5,1925,Bryant,Powderhorn
2012-01-31,236000,2316,2,2,1,1951,Bryn - Mawr,Calhoun-Isles
2012-11-16,575000,4075,5,4,2,1998,Bryn - Mawr,Calhoun-Isles
2012-08-24,480000,4254,4,3,1,2000,Bryn - Mawr,Calhoun-Isles
2012-05-31,432500,3054,3,2,2,1928,Bryn - Mawr,Calhoun-Isles
2012-07-20,194900,1824,2,1,1,1921,Bryn - Mawr,Calhoun-Isles
2012-07-09,500000,2436,3,3,2,1925,Bryn - Mawr,Calhoun-Isles
2012-09-14,380000,2378,3,2,1.2,1909,Bryn - Mawr,Calhoun-Isles
2012-06-26,865000,3864,5,3,2,1952,Bryn - Mawr,Calhoun-Isles
2012-10-17,258000,2188,3,1,1,1925,Bryn - Mawr,Calhoun-Isles
2012-10-15,400000,2746,4,2,2.2,1904,Bryn - Mawr,Calhoun-Isles
2012-07-16,358500,2840,3,3,1.2,1940,Bryn - Mawr,Calhoun-Isles
2012-08-24,155000,2145,3,1,1.2,1915,Bryn - Mawr,Calhoun-Isles
2012-07-16,358500,2840,3,3,1.2,1940,Bryn - Mawr,Calhoun-Isles
2012-02-01,205000,2568,3,2,1.5,1929,Bryn - Mawr,Calhoun-Isles
2012-06-27,159900,1360,3,1,1.5,1911,Bryn - Mawr,Calhoun-Isles
2012-08-01,294500,2688,3,3,1,1978,Bryn - Mawr,Calhoun-Isles
2012-01-20,306700,2114,3,2,2,1948,Bryn - Mawr,Calhoun-Isles
2012-09-28,295000,1592,3,2,1,1919,Bryn - Mawr,Calhoun-Isles
2012-05-29,224900,2050,3,1,1.2,1920,Bryn - Mawr,Calhoun-Isles
2012-06-29,250000,1920,3,2,1,1978,Bryn - Mawr,Calhoun-Isles
