salesdate,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community
2013-10-10,365000,2552,3,2,1.5,1947,Fulton,Southwest
2013-10-18,327500,3196,5,4,2,1950,Fulton,Southwest
2013-05-17,367000,2763,3,2,1.5,1926,Fulton,Southwest
2013-10-03,699000,3340,4,3,1.7,1945,Fulton,Southwest
2013-09-30,348000,2688,5,3,1.5,1917,Fulton,Southwest
2013-04-30,800000,3644,4,4,2,2012,Fulton,Southwest
2013-10-01,759000,2994,5,4,2,1923,Fulton,Southwest
2013-07-18,300000,1938,3,2,1,1956,Fulton,Southwest
2013-07-16,407000,2471,4,3,1.5,1925,Fulton,Southwest
2013-05-03,314900,2284,3,1,1,1952,Fulton,Southwest
2013-07-15,300000,2468,3,1,1,1952,Fulton,Southwest
2013-05-07,500000,2760,4,2,1,1959,Fulton,Southwest
2013-12-13,395000,2502,4,2,1.2,1928,Fulton,Southwest
2013-06-28,389900,1963,3,2,1.7,1926,Fulton,Southwest
2013-09-27,399000,2076,3,3,1.2,1925,Fulton,Southwest
2013-08-14,390000,2298,3,3,1.2,1925,Fulton,Southwest
2013-08-23,918500,4341,3,5,1.7,1936,Fulton,Southwest
2013-09-27,725000,3351,3,2,1.7,1941,Fulton,Southwest
2013-03-26,200000,2084,4,1,1.2,1927,Fulton,Southwest
2013-05-10,625000,3937,4,4,2,1981,Fulton,Southwest
2013-09-16,500000,2940,4,2,2,1923,Fulton,Southwest
2013-06-14,437500,3050,3,2,2,1926,Fulton,Southwest
2013-09-16,500000,2940,4,2,2,1923,Fulton,Southwest
2013-01-15,475000,3752,4,3,2,1927,Fulton,Southwest
2013-05-23,705000,3017,4,3,2,1913,Fulton,Southwest
2013-05-23,705000,3017,4,3,2,1913,Fulton,Southwest
2013-01-28,528000,2799,4,4,2,1923,Fulton,Southwest
2013-10-25,693000,2976,3,2,2.2,1920,Fulton,Southwest
2013-03-15,737500,3557,4,4,2,1951,Fulton,Southwest
2013-10-28,332400,2552,2,2,1.2,1926,Fulton,Southwest
2013-09-03,300000,2068,3,2,1.2,1941,Fulton,Southwest
2013-08-01,761000,3011,4,4,1.7,1927,Fulton,Southwest
2013-09-03,300000,2068,3,2,1.2,1941,Fulton,Southwest
2013-10-08,525000,2900,3,3,1.2,1922,Fulton,Southwest
2013-01-18,455000,2404,4,3,1.5,1952,Fulton,Southwest
2013-05-31,411000,2320,3,2,2,1924,Fulton,Southwest
2013-10-28,417000,1917,3,1,2,1920,Fulton,Southwest
2013-08-07,855000,3918,5,4,2,1954,Fulton,Southwest
2013-04-05,715000,3713,4,4,2,2011,Fulton,Southwest
2013-05-21,447500,2696,3,2,1.5,1952,Fulton,Southwest
2013-05-30,554900,2804,3,3,2,1922,Fulton,Southwest
2013-06-14,381106,2568,6,3,1.5,1921,Fulton,Southwest
2013-08-07,855000,3918,5,4,2,1954,Fulton,Southwest
2013-04-05,715000,3713,4,4,2,2011,Fulton,Southwest
2013-09-10,970000,3150,4,4,2,2012,Fulton,Southwest
2013-02-07,400000,2482,4,3,2,1965,Fulton,Southwest
2013-07-11,510000,2957,4,2,2,1923,Fulton,Southwest
2013-09-06,285000,1808,3,2,1.2,1921,Fulton,Southwest
2013-05-24,364000,2643,2,2,1,1957,Fulton,Southwest
2013-09-09,330000,2425,4,2,1.2,1926,Fulton,Southwest
2013-03-11,345000,2298,3,2,2,1926,Fulton,Southwest
2013-06-28,785000,3834,5,4,2,2012,Fulton,Southwest
2013-01-25,331500,2447,3,3,1.2,1918,Fulton,Southwest
2013-09-23,351588,2512,3,2,1.2,1918,Fulton,Southwest
2013-04-24,320750,2124,4,2,1.5,1951,Fulton,Southwest
2013-03-20,289345,1116,3,2,1.5,1955,Fulton,Southwest
2013-08-21,364900,2198,3,3,1.5,1922,Fulton,Southwest
2013-09-26,245000,2028,3,1,1.2,1923,Fulton,Southwest
2013-10-17,300000,2477,4,1,1.2,1922,Fulton,Southwest
2013-07-26,270000,2400,3,2,1.5,1923,Fulton,Southwest
2013-09-30,390000,2370,3,2,2,1923,Fulton,Southwest
2013-07-31,360000,2054,4,3,1.2,1924,Fulton,Southwest
2013-08-15,775000,3464,4,4,2,2008,Fulton,Southwest
2013-08-19,440000,2606,4,2,1,1912,Fulton,Southwest
2013-09-26,305000,1960,3,1,1,1922,Fulton,Southwest
2013-08-01,480000,3459,5,3,1.5,1950,Fulton,Southwest
2013-06-19,313700,1936,2,2,1,1954,Fulton,Southwest
2013-04-15,330000,2076,3,2,1.2,1924,Fulton,Southwest
2013-08-28,180000,1344,2,1,1,1922,Fulton,Southwest
2013-07-29,354000,1976,2,2,1,1924,Fulton,Southwest
2013-04-29,787719,4095,5,4,2,2012,Fulton,Southwest
2013-01-25,820063,3942,5,4,2,2012,Fulton,Southwest
2013-07-11,720000,3209,3,3,1.5,1942,Fulton,Southwest
2013-10-29,259000,1826,2,2,1.2,1943,Hale,Nokomis
2013-03-27,409900,2799,3,2,1.7,1935,Hale,Nokomis
2013-03-29,295000,2566,4,2,1.5,1926,Hale,Nokomis
2013-10-31,340000,2176,3,2,1.2,1933,Hale,Nokomis
2013-06-24,255000,1608,3,2,1.2,1929,Hale,Nokomis
2013-07-26,242500,2312,3,1,1.2,1928,Hale,Nokomis
2013-06-28,270000,2704,3,2,1.2,1930,Hale,Nokomis
2013-05-09,383000,3090,3,3,1,1956,Hale,Nokomis
2013-06-06,383000,2634,4,2,1.5,1931,Hale,Nokomis
2013-07-17,425000,2591,2,3,1,1953,Hale,Nokomis
2013-09-19,315000,2808,5,2,1.5,1931,Hale,Nokomis
2013-05-24,233000,1840,3,2,1.2,1954,Hale,Nokomis
2013-12-26,241007,2230,3,2,1.2,1942,Hale,Nokomis
2013-06-07,326000,2252,3,2,1.2,1931,Hale,Nokomis
2013-07-30,461000,3006,4,3,1.5,1941,Hale,Nokomis
2013-08-23,329000,2809,6,2,2,1933,Hale,Nokomis
2013-04-26,218000,1960,3,1,1.2,1947,Hale,Nokomis
2013-08-16,295000,2924,3,2,1.5,1932,Hale,Nokomis
2013-10-25,277000,2080,4,2,1,1974,Hale,Nokomis
2013-02-08,295600,2102,4,3,1.5,1929,Hale,Nokomis
2013-01-29,317900,2716,3,2,1.5,1931,Hale,Nokomis
2013-05-29,404000,2584,4,3,1.2,1930,Hale,Nokomis
2013-06-03,282500,2376,3,2,1.2,1928,Hale,Nokomis
2013-03-19,320000,2961,3,2,1.5,1931,Hale,Nokomis
2013-07-19,367000,2964,4,2,1.2,1934,Hale,Nokomis
2013-06-27,324900,3086,3,3,1.5,1948,Hale,Nokomis
2013-11-22,265000,2016,3,1,1.2,1940,Hale,Nokomis
2013-07-19,392000,2766,4,2,1.2,1929,Hale,Nokomis
2013-03-15,280500,2354,3,2,1.2,1928,Hale,Nokomis
2013-10-31,275000,2974,5,5,2,1928,Hale,Nokomis
2013-06-25,326900,1988,3,2,2,1925,Hale,Nokomis
2013-08-09,217000,1522,2,1,1,1930,Hale,Nokomis
2013-10-18,199000,2016,3,1,1,1974,Hale,Nokomis
2013-12-20,247000,2629,3,3,2,1928,Hale,Nokomis
2013-01-18,181459,1492,2,1,1.2,1929,Hale,Nokomis
2013-08-30,490000,3126,3,2,1.2,1931,Hale,Nokomis
2013-05-21,158000,2144,3,2,1.7,1900,Harrison,Near North
2013-05-07,2200,100,0,0,0,2018,Harrison,Near North
2013-01-30,152200,2340,4,3,2,2012,Harrison,Near North
2013-01-30,152200,2340,4,3,2,2012,Harrison,Near North
2013-01-30,152200,2340,4,3,2,2012,Harrison,Near North
2013-01-18,45000,2154,3,2,1.2,1913,Harrison,Near North
2013-06-20,206000,1440,3,1,1,1970,Harrison,Near North
2013-07-17,250000,2304,3,1,2,1900,Harrison,Near North
2013-10-24,54500,2653,3,2,1.7,1905,Harrison,Near North
2013-04-22,128500,1931,3,2,2.2,1915,Harrison,Near North
2013-09-18,142500,1920,3,2,1,1970,Harrison,Near North
2013-01-30,151205,2208,3,2,2,2012,Harrison,Near North
2013-10-15,151500,1857,3,1,1.5,1900,Harrison,Near North
2013-06-18,64000,1800,3,1,1.5,1900,Harrison,Near North
2013-11-26,89000,1904,2,2,1.7,1909,Hawthorne,Near North
2013-11-12,6197,2256,4,3,2.2,1993,Hawthorne,Near North
2013-09-09,159900,2120,3,3,2,2012,Hawthorne,Near North
2013-02-22,98100,2773,4,2,1.5,1904,Hawthorne,Near North
2013-06-18,126000,2476,4,2,1.5,1924,Hawthorne,Near North
2013-10-17,110000,2253,4,4,2,2001,Hawthorne,Near North
2013-03-22,89500,2434,3,3,2,2003,Hawthorne,Near North
2013-07-03,39000,1410,1,1,1,1900,Hawthorne,Near North
2013-01-18,97000,2226,3,2,1.5,1914,Hawthorne,Near North
2013-02-25,101986,2405,3,3,2,2002,Hawthorne,Near North
2013-08-08,100000,2520,4,2,2,1900,Hawthorne,Near North
2013-12-30,10316,4460,4,3,2.2,1910,Hawthorne,Near North
2013-11-26,155000,2464,5,3,1,2002,Hawthorne,Near North
2013-09-05,76000,3050,5,2,2,1900,Hawthorne,Near North
2013-11-26,82000,2458,4,2,1.7,1911,Hawthorne,Near North
2013-09-27,189900,1756,1,2,1.2,1916,Hiawatha,Longfellow
2013-03-29,330000,2856,4,3,2,2012,Hiawatha,Longfellow
2013-06-07,30000,1536,2,2,2,1902,Hiawatha,Longfellow
2013-12-12,195000,2076,3,1,1.2,1925,Hiawatha,Longfellow
2013-11-15,142500,1922,4,1,1.2,1916,Hiawatha,Longfellow
2013-07-31,195000,1366,2,1,1.5,1904,Hiawatha,Longfellow
2013-05-15,147900,1752,4,2,1.2,1916,Hiawatha,Longfellow
2013-06-28,180250,1596,2,1,1,1928,Hiawatha,Longfellow
2013-04-09,239900,2136,3,2,1.7,1908,Hiawatha,Longfellow
2013-02-15,184900,1920,3,1,1,1917,Hiawatha,Longfellow
2013-01-17,260000,2328,3,2,2,1921,Hiawatha,Longfellow
2013-05-24,350000,2724,3,3,2,2013,Hiawatha,Longfellow
2013-01-31,117700,1480,2,1,1.2,1918,Hiawatha,Longfellow
2013-10-17,181959,1728,2,1,1.2,1922,Hiawatha,Longfellow
2013-06-24,185000,2364,2,2,1.2,1921,Hiawatha,Longfellow
2013-05-17,184000,1640,2,1,1,1927,Hiawatha,Longfellow
2013-04-05,223000,2352,4,3,2,1926,Hiawatha,Longfellow
2013-03-27,117500,1808,4,2,2,1900,Hiawatha,Longfellow
2013-06-27,457730,3210,3,3,1,1964,Hiawatha,Longfellow
2013-07-30,198000,1792,3,1,1,1920,Hiawatha,Longfellow
2013-03-18,212000,2178,3,1,1,1964,Hiawatha,Longfellow
2013-03-08,175000,2072,3,2,1.2,1922,Hiawatha,Longfellow
2013-01-29,182900,1926,2,2,1.2,1925,Hiawatha,Longfellow
2013-08-30,244500,2150,2,2,1,1926,Hiawatha,Longfellow
2013-06-21,170000,1682,3,1,1.2,1952,Hiawatha,Longfellow
2013-10-25,199900,1977,4,1,1.2,1938,Hiawatha,Longfellow
2013-09-10,228000,2496,3,3,1.5,1925,Hiawatha,Longfellow
2013-03-19,155000,1319,1,1,1,1922,Hiawatha,Longfellow
2013-04-26,306000,2378,3,3,2,1950,Hiawatha,Longfellow
2013-05-16,235000,2140,3,1,1.5,1914,Hiawatha,Longfellow
2013-02-19,187500,1904,3,2,1,1963,Hiawatha,Longfellow
2013-10-30,260000,1929,3,3,1.5,1925,Hiawatha,Longfellow
2013-06-05,240000,2114,3,2,1.7,1911,Hiawatha,Longfellow
2013-04-26,221900,2020,3,2,1.2,1947,Hiawatha,Longfellow
2013-05-20,181700,1705,3,1,1.2,1913,Hiawatha,Longfellow
2013-09-20,129900,594,1,1,1.2,1913,Hiawatha,Longfellow
2013-01-30,211000,2632,4,3,1,1963,Hiawatha,Longfellow
2013-06-13,343000,2528,5,3,1,1965,Hiawatha,Longfellow
2013-12-18,443500,4050,5,4,1,1960,Hiawatha,Longfellow
2013-10-29,309000,1702,3,2,1,1965,Hiawatha,Longfellow
2013-04-04,265000,2312,2,2,1,1960,Hiawatha,Longfellow
2013-07-12,117500,1089,3,1,1.2,1937,Hiawatha,Longfellow
2013-09-30,330000,2464,3,2,1,1963,Hiawatha,Longfellow
2013-09-24,178956,2395,2,1,1.5,1910,Hiawatha,Longfellow
2013-04-18,184000,2208,3,1,1,1925,Hiawatha,Longfellow
2013-08-23,219500,2356,3,1,1.2,1925,Holland,Northeast
2013-11-15,125000,1695,3,1,1,1901,Holland,Northeast
2013-12-31,120000,1810,2,2,1.7,1900,Holland,Northeast
2013-06-01,142250,1654,3,1,1.5,1905,Holland,Northeast
2013-11-06,157900,1914,2,1,1.5,1921,Holland,Northeast
2013-08-29,130000,2226,2,2,1.5,1900,Holland,Northeast
2013-05-20,119900,2203,3,1,1.2,1922,Holland,Northeast
2013-08-29,166000,2535,3,2,2,1900,Holland,Northeast
2013-11-12,219000,2222,3,2,1.2,1906,Holland,Northeast
2013-09-11,100000,2096,2,1,1.2,1923,Holland,Northeast
2013-09-17,124000,1368,2,1,1,1915,Holland,Northeast
2013-01-17,100000,1342,2,1,1,1946,Holland,Northeast
2013-09-18,133900,1342,2,1,1,1946,Holland,Northeast
2013-03-29,225000,3488,4,3,2.5,1904,Holland,Northeast
2013-04-18,228000,3874,4,3,2.5,1900,Holland,Northeast
2013-08-27,225000,3183,0,0,2.2,1900,Holland,Northeast
2013-08-27,225000,3183,0,0,2.2,1900,Holland,Northeast
2013-07-18,192900,1913,3,1,1.7,1913,Holland,Northeast
2013-10-23,149900,2284,4,1,1.5,1903,Holland,Northeast
2013-08-23,152000,1440,3,2,1,1948,Holland,Northeast
2013-01-23,151000,1440,3,2,1,1947,Holland,Northeast
2013-01-14,162500,2040,3,2,1.5,1909,Holland,Northeast
2013-07-23,209000,2340,3,2,1.5,1922,Howe,Longfellow
2013-06-03,144000,1870,2,1,1.2,1923,Howe,Longfellow
2013-05-29,180000,1440,2,1,2,1921,Howe,Longfellow
2013-05-23,206000,1554,3,2,1.2,1933,Howe,Longfellow
2013-11-25,239900,2276,2,2,1.2,1923,Howe,Longfellow
2013-09-18,179900,1840,2,1,1.2,1925,Howe,Longfellow
2013-04-01,148000,1496,1,1,1,1916,Howe,Longfellow
2013-07-11,250000,2079,4,2,1.2,1913,Howe,Longfellow
2013-08-23,184000,1075,2,2,1.2,1909,Howe,Longfellow
2013-05-23,228000,1924,4,3,1.5,1910,Howe,Longfellow
2013-12-11,442000,3467,4,4,2,1973,Howe,Longfellow
2013-06-26,210000,1580,3,1,1.7,1914,Howe,Longfellow
2013-09-04,178700,1852,3,2,1.2,1950,Howe,Longfellow
2013-12-06,229000,440,1,1,1,1900,Howe,Longfellow
2013-12-06,229000,2112,3,1,2,1930,Howe,Longfellow
2013-12-06,229000,440,1,1,1,1900,Howe,Longfellow
2013-12-06,229000,2112,3,1,2,1930,Howe,Longfellow
2013-05-17,325000,2856,4,4,2,1999,Howe,Longfellow
2013-05-22,145000,1376,1,1,1,1919,Howe,Longfellow
2013-09-17,128000,1176,1,1,1,1918,Howe,Longfellow
2013-06-07,175000,1500,2,2,1.2,1918,Howe,Longfellow
2013-06-25,382500,2424,3,2,1.7,1929,Howe,Longfellow
2013-01-18,77350,1304,2,1,1.7,1903,Howe,Longfellow
2013-04-19,244900,1952,3,2,1.2,1925,Howe,Longfellow
2013-01-31,210000,1544,2,1,1.2,1922,Howe,Longfellow
2013-07-19,219000,2156,2,2,1,1965,Howe,Longfellow
2013-04-22,175000,1432,2,2,1,1927,Howe,Longfellow
2013-03-22,205000,1763,2,1,1.2,1921,Howe,Longfellow
2013-08-30,164500,1632,2,1,1,1926,Howe,Longfellow
2013-05-16,195000,2520,2,2,1.7,1908,Howe,Longfellow
2013-05-30,192000,1680,2,1,1.2,1941,Howe,Longfellow
2013-09-27,168000,1680,2,1,1.2,1921,Howe,Longfellow
2013-06-21,385000,3570,4,5,2,2009,Howe,Longfellow
2013-08-23,140000,1135,1,1,1,1917,Howe,Longfellow
2013-09-27,163000,1563,3,1,1.2,1922,Howe,Longfellow
2013-11-27,264400,1984,3,2,1.7,1903,Howe,Longfellow
2013-10-29,157500,1376,2,2,1,1923,Howe,Longfellow
2013-07-24,168000,1558,2,1,1,1921,Howe,Longfellow
2013-07-03,233000,1746,2,2,1,1924,Howe,Longfellow
2013-02-05,100000,1344,1,1,1.2,1920,Howe,Longfellow
2013-08-02,170000,2249,4,2,1.5,1915,Howe,Longfellow
2013-04-02,163500,1347,2,1,1,1920,Howe,Longfellow
2013-08-23,199900,1608,2,1,1.2,1928,Howe,Longfellow
2013-06-25,275019,2653,4,3,1.7,1909,Howe,Longfellow
2013-07-26,116000,1632,2,1,1,1925,Howe,Longfellow
2013-11-19,127500,1296,2,1,1,1916,Howe,Longfellow
2013-06-28,254000,1803,3,2,1.2,1923,Howe,Longfellow
2013-07-19,285000,2384,4,2,1.2,1929,Howe,Longfellow
2013-09-25,205000,1745,3,1,1.2,1925,Howe,Longfellow
2013-04-29,293000,1752,2,1,1.2,1936,Howe,Longfellow
2013-09-19,203000,1901,3,1,1.2,1938,Howe,Longfellow
2013-05-15,172500,1980,2,1,1.2,1936,Howe,Longfellow
2013-09-30,270000,2388,4,3,1.5,1929,Howe,Longfellow
2013-09-13,187500,2582,4,2,1.5,1928,Howe,Longfellow
2013-07-11,215000,1744,2,2,1,1926,Howe,Longfellow
2013-04-22,285000,2613,4,2,1.5,1927,Howe,Longfellow
2013-10-25,229000,1956,2,1,1.2,1926,Howe,Longfellow
2013-07-18,387500,2185,3,2,2,1927,Howe,Longfellow
2013-06-17,344000,2082,3,2,2,1928,Howe,Longfellow
2013-06-20,475000,2985,3,4,1.7,2009,Howe,Longfellow
2013-09-19,427000,2295,4,2,2,1936,Howe,Longfellow
2013-10-25,185000,1436,2,1,1.2,1939,Howe,Longfellow
2013-02-15,320000,2610,4,3,2,1965,Howe,Longfellow
2013-06-21,544500,2617,3,2,2,1939,Howe,Longfellow
2013-09-30,172500,1894,3,1,1.5,1906,Howe,Longfellow
2013-04-02,450164,2882,3,3,1.7,1934,Howe,Longfellow
2013-05-04,100,1928,2,1,1.7,1900,Howe,Longfellow
2013-07-26,164900,1206,2,2,1.7,1900,Howe,Longfellow
2013-10-04,128000,1697,3,2,1.2,1912,Howe,Longfellow
2013-10-21,31850,1500,3,1,1.5,1912,Howe,Longfellow
2013-09-20,114900,1108,1,1,1,1906,Howe,Longfellow
2013-03-18,141500,2080,4,2,1.7,1908,Howe,Longfellow
2013-09-06,100,2184,2,1,2,1904,Jordan,Near North
2013-06-04,82900,2686,4,2,1.5,1925,Jordan,Near North
2013-08-28,62200,2144,2,1,2.2,1900,Jordan,Near North
2013-08-27,70000,3220,4,2,2,1909,Jordan,Near North
2013-04-12,126600,2452,3,2,1.5,1926,Jordan,Near North
2013-10-31,80000,1684,3,1,1.7,1900,Jordan,Near North
2013-12-20,60000,2052,3,2,1.2,1940,Jordan,Near North
2013-07-18,15000,2268,3,2,1,1957,Jordan,Near North
2013-10-30,145000,2505,4,4,2,2003,Jordan,Near North
2013-03-01,53218,1730,2,1,1.5,1915,Jordan,Near North
2013-11-20,117150,2180,3,2,1.2,1953,Jordan,Near North
2013-08-23,100,1984,3,2,1.7,1902,Jordan,Near North
2013-05-07,10000,1872,3,1,1.2,1948,Jordan,Near North
2013-08-23,100,2284,3,1,1.2,1928,Jordan,Near North
2013-08-21,104900,2456,4,2,1.5,1926,Jordan,Near North
2013-10-21,100000,2240,5,2,1,1953,Jordan,Near North
2013-08-23,100,3144,4,1,1.2,1915,Jordan,Near North
2013-04-02,50000,2130,2,1,1.5,1905,Jordan,Near North
2013-08-28,52800,1656,4,2,1.5,1911,Jordan,Near North
2013-06-03,20000,1980,3,2,1.7,1900,Jordan,Near North
2013-07-31,45000,2490,3,2,1.7,1917,Jordan,Near North
2013-02-08,67700,2312,3,1,1.2,1916,Jordan,Near North
2013-12-20,78000,1917,2,1,2,1912,Jordan,Near North
2013-09-06,100,1632,4,2,1.7,1908,Jordan,Near North
2013-02-22,13500,1624,1,1,1,1920,Jordan,Near North
2013-12-30,65000,1556,2,1,1.5,1905,Jordan,Near North
2013-11-19,60000,906,3,1,1.5,1901,Jordan,Near North
2013-02-15,65000,1873,2,1,1.2,1912,Jordan,Near North
2013-04-02,50000,1519,2,1,2,1901,Jordan,Near North
2013-02-11,100000,2538,5,2,1.7,1901,Jordan,Near North
2013-12-17,8000,1606,1,1,1.2,1915,Jordan,Near North
2013-06-20,75000,1506,2,1,1,1948,Jordan,Near North
2013-11-19,63000,1640,3,1,1,1922,Jordan,Near North
2013-11-19,65000,1812,4,1,1.5,1904,Jordan,Near North
2013-09-11,5295,2304,2,1,1.2,1915,Jordan,Near North
2013-09-26,165500,1248,2,2,1,1926,Keewaydin,Nokomis
2013-12-02,196000,1796,3,3,2,1907,Keewaydin,Nokomis
2013-03-22,206400,2436,3,2,1.2,1948,Keewaydin,Nokomis
2013-08-28,214900,2058,3,1,1.2,1939,Keewaydin,Nokomis
2013-10-01,255000,1920,3,2,1.2,1945,Keewaydin,Nokomis
2013-08-12,265000,2000,4,2,1.5,1951,Keewaydin,Nokomis
2013-07-12,289900,3054,5,2,1.5,1955,Keewaydin,Nokomis
2013-09-26,334900,2150,4,3,1.5,1927,Keewaydin,Nokomis
2013-06-26,207500,1816,2,2,2,1926,Keewaydin,Nokomis
2013-08-30,219000,2386,3,2,1.2,1924,Keewaydin,Nokomis
2013-09-20,180000,1906,3,2,1.2,1949,Keewaydin,Nokomis
2013-07-03,139900,1288,2,1,1,1926,Keewaydin,Nokomis
2013-07-15,197000,1728,3,2,1,1924,Keewaydin,Nokomis
2013-09-10,247097,2024,3,2,1.2,1946,Keewaydin,Nokomis
2013-04-26,274900,2223,4,2,1.5,1931,Keewaydin,Nokomis
2013-08-06,193000,2123,2,1,1.2,1940,Keewaydin,Nokomis
2013-04-12,443998,3198,4,4,2,2012,Keewaydin,Nokomis
2013-02-26,195000,2280,3,1,1.2,1923,Keewaydin,Nokomis
2013-07-17,283540,2620,4,2,1.2,1928,Keewaydin,Nokomis
2013-12-05,155000,1906,3,2,1.2,1924,Keewaydin,Nokomis
2013-08-23,240000,2218,3,1,1.2,1925,Keewaydin,Nokomis
2013-05-31,156750,1290,2,2,1,1917,Keewaydin,Nokomis
2013-12-12,180000,1585,3,2,1,1915,Keewaydin,Nokomis
2013-08-01,284100,2358,3,2,1.2,1929,Keewaydin,Nokomis
2013-10-24,254000,1852,3,2,1.5,1923,Keewaydin,Nokomis
2013-05-14,265500,2030,3,1,2,1920,Keewaydin,Nokomis
2013-09-18,340000,2884,3,3,1.7,1940,Keewaydin,Nokomis
2013-10-31,305000,3036,5,2,2,1924,Keewaydin,Nokomis
2013-09-30,228000,2582,4,2,1.5,1937,Keewaydin,Nokomis
2013-07-29,320000,3196,4,2,1.7,1915,Keewaydin,Nokomis
2013-06-28,365000,2544,4,3,1.5,1928,Keewaydin,Nokomis
2013-03-19,221500,2598,4,2,1,1954,Keewaydin,Nokomis
2013-04-05,220000,2276,3,1,1,1952,Keewaydin,Nokomis
2013-07-12,237250,2096,3,2,1.5,1927,Keewaydin,Nokomis
2013-09-13,335000,2332,4,3,1.2,1924,Keewaydin,Nokomis
2013-08-26,522500,3845,3,3,1.2,1951,Keewaydin,Nokomis
2013-10-09,434500,3240,4,2,1.5,1933,Keewaydin,Nokomis
2013-01-18,297000,2458,3,1,1.2,1938,Keewaydin,Nokomis
2013-06-06,195400,2240,3,2,1,1960,Kenny,Southwest
2013-11-07,231000,2128,3,2,1.2,1948,Kenny,Southwest
2013-04-19,468000,2542,4,3,1.5,1936,Kenny,Southwest
2013-01-09,219000,1814,3,2,1.2,1940,Kenny,Southwest
2013-03-29,159000,1179,1,1,1,1940,Kenny,Southwest
2013-04-05,345000,2737,3,3,1.2,1924,Kenny,Southwest
2013-07-19,185000,1524,2,1,1.2,1942,Kenny,Southwest
2013-08-23,241750,1656,3,1,1.2,1942,Kenny,Southwest
2013-07-01,219900,2476,3,2,1,1949,Kenny,Southwest
2013-02-14,233600,1884,2,1,1.2,1934,Kenny,Southwest
2013-04-26,239900,1747,2,2,1.5,1918,Kenny,Southwest
2013-04-08,235500,2068,3,1,1.2,1937,Kenny,Southwest
2013-09-12,409000,2559,3,4,1.7,1939,Kenny,Southwest
2013-07-15,376500,2912,3,2,1.5,1940,Kenny,Southwest
2013-06-21,355000,2915,4,2,1.5,1940,Kenny,Southwest
2013-04-17,331000,2268,4,3,1.2,1953,Kenny,Southwest
2013-07-23,330000,2328,3,2,1.2,1942,Kenny,Southwest
2013-09-26,256700,1848,3,1,2,1947,Kenny,Southwest
2013-09-12,295000,2900,3,2,1.2,1950,Kenny,Southwest
2013-08-15,299900,1747,3,2,1.5,1927,Kenny,Southwest
2013-05-15,223000,1989,3,1,1,1955,Kenny,Southwest
2013-03-20,264900,1896,4,2,1,1951,Kenny,Southwest
2013-04-15,210000,2240,3,2,1,1957,Kenny,Southwest
2013-04-18,477000,2602,4,3,2,1941,Kenny,Southwest
2013-09-06,227175,2313,3,2,1.2,1948,Kenny,Southwest
2013-09-24,290000,1872,3,2,2,1947,Kenny,Southwest
2013-05-10,237000,2191,3,1,1.2,1950,Kenny,Southwest
2013-09-12,338000,2366,4,3,1.2,1938,Kenny,Southwest
2013-04-19,214000,1720,2,1,1,1900,Kenny,Southwest
2013-01-11,222000,2349,4,1,1.2,1958,Kenny,Southwest
2013-11-14,215000,1326,2,2,1.5,1925,Kenny,Southwest
2013-06-13,200500,1805,4,2,1.7,1924,Kenny,Southwest
2013-09-23,300000,2160,3,3,1.5,1955,Kenny,Southwest
2013-04-30,175000,3360,3,4,2,1956,Kenny,Southwest
2013-12-05,338000,3026,3,3,1,1959,Kenny,Southwest
2013-07-19,340000,1988,3,2,2,1946,Kenny,Southwest
2013-08-28,275000,2213,3,2,1.2,1951,Kenny,Southwest
2013-03-08,332000,2354,4,3,1.2,1949,Kenny,Southwest
2013-01-30,239900,1956,3,2,1,1951,Kenny,Southwest
2013-06-27,365000,2433,5,4,2,1952,Kenny,Southwest
2013-07-10,325000,2284,3,2,1.2,1951,Kenny,Southwest
2013-04-26,580000,3342,4,4,2,1955,Kenny,Southwest
2013-07-23,257200,1986,3,2,1.2,1951,Kenny,Southwest
2013-04-29,234000,1941,4,1,1.2,1951,Kenny,Southwest
2013-04-17,259000,2116,3,2,1.2,1947,Kenny,Southwest
2013-06-03,263000,1984,3,2,1.2,1955,Kenny,Southwest
2013-09-05,255000,2288,3,2,1.2,1950,Kenny,Southwest
2013-12-06,245000,1932,3,1,1.2,1952,Kenny,Southwest
2013-12-26,267938,2528,3,3,1,1955,Kenny,Southwest
2013-10-03,289200,2027,2,2,1,1956,Kenny,Southwest
2013-08-01,332500,2499,3,2,1,1956,Kenny,Southwest
2013-11-15,235000,2028,3,2,1,1956,Kenny,Southwest
2013-06-28,365000,2328,3,2,1.2,1947,Kenny,Southwest
2013-06-24,289900,2056,3,2,1.2,1947,Kenny,Southwest
2013-08-30,350000,2344,4,2,1.5,1949,Kenny,Southwest
2013-06-06,185000,1661,3,2,1,1951,Kenny,Southwest
2013-07-26,190000,1368,2,1,1,1949,Kenny,Southwest
2013-10-18,251000,2024,3,2,1.2,1948,Kenny,Southwest
2013-02-28,299900,2401,3,2,1.2,1949,Kenny,Southwest
2013-06-19,313000,2744,3,2,1,1958,Kenny,Southwest
2013-04-26,275000,2194,3,2,1.2,1948,Kenny,Southwest
2013-07-03,349900,2371,3,2,1.2,1949,Kenny,Southwest
2013-01-28,241000,1912,4,2,1.5,1949,Kenny,Southwest
2013-05-10,433000,2388,4,3,2,1950,Kenny,Southwest
2013-05-01,465000,3468,4,3,2,1909,Kenwood,Calhoun-Isles
